current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/8_0 copy 6.jpg,0,5,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,365,365,365,4.522571212000912,,,,,,,,,,,2.382767256000079,2.382895552989794,2.3829011429916136,2.385024487011833,None,2.3850913519854657,2.3851130770053715,None,2.3851676390040666,2.3851873879902996,None,2.385238388989819,2.385257116984576,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair05 copy 5.jpg,0,6,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,366,366,366,4.522571212000912,,,,,,,,,,,2.3854207969852723,2.3855117399943992,2.385517221991904,2.388124715012964,None,2.3881921540014446,2.3882139250054024,None,2.3882682010007557,2.388287854002556,None,2.3883388839894906,2.3883573159982916,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/22_40 copy 2.jpg,0,7,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,367,367,367,4.522571212000912,,,,,,,,,,,2.3885211989982054,2.3886146350123454,2.38862009299919,2.3908985260059126,None,2.390964107995387,2.3909857450053096,None,2.3910388860094827,2.391058165987488,None,2.3911085430008825,2.3911267640069127,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_12 copy 4.jpg,0,8,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,368,368,368,4.522571212000912,,,,,,,,,,,2.3912877090042457,2.3913711979985237,2.3913766159967054,2.393134418001864,None,2.3932016619946808,2.3932231820072047,None,2.3932764699857216,2.39329591699061,None,2.3933465809968766,2.3933650589897297,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,9,1,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,369,369,369,4.522571212000912,,,,,,,,,,,2.3935286549967714,2.3936896180093754,2.393695648992434,2.395141323999269,None,2.3952049700019415,2.3952256059856154,None,2.3952784170105588,2.395297896990087,None,2.395348324003862,2.3953669340116903,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/17_0 copy 7.jpg,0,10,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,370,370,370,4.522571212000912,,,,,,,,,,,2.3955273529863916,2.39560838098987,2.3956137679924723,2.3975136959925294,None,2.397577483992791,2.39759859899641,None,2.3976512670051306,2.3976708840054926,None,2.397720885986928,2.3977393330133054,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_0 copy 3.jpg,0,11,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,371,371,371,4.522571212000912,,,,,,,,,,,2.397899050003616,2.3979805299895816,2.3979858529928606,2.399861941987183,None,2.3999250950000715,2.399946343008196,None,2.399998842010973,2.4000179870054126,None,2.400068374001421,2.4000871049938723,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair14 copy 7.jpg,0,12,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,372,372,372,4.522571212000912,,,,,,,,,,,2.400248179998016,2.4003292529960163,2.400334648991702,2.4032683219993487,None,2.4033331259852275,2.4033545719867107,None,2.4034073789953254,2.403426548000425,None,2.403476162988227,2.40349472098751,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_0 copy 2.jpg,0,13,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,373,373,373,4.522571212000912,,,,,,,,,,,2.4036559860105626,2.4037453650089446,2.4037507610046305,2.4057857299922034,None,2.4058509480091743,2.4058717740117572,None,2.4059244050004054,2.4059435979870614,None,2.405993205989944,2.4060110790014733,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_28 copy 3.jpg,0,14,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,374,374,374,4.522571212000912,,,,,,,,,,,2.4061722100013867,2.4062537440040614,2.4062592500122264,2.4082137630030047,None,2.4082787279912736,2.408299545990303,None,2.4083520699932706,2.4083713389991317,None,2.4084216199989896,2.40844027599087,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair17 copy 7.jpg,0,15,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,375,375,375,4.522571212000912,,,,,,,,,,,2.408603491989197,2.408693592995405,2.4086988659983035,2.411404484009836,None,2.4114718929922674,2.411493714986136,None,2.411547869996866,2.4115677170048,None,2.4116191630018875,2.4116374900040682,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_28 copy 2.jpg,0,16,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,376,376,376,4.522571212000912,,,,,,,,,,,2.411804059986025,2.4119120560062584,2.4119349170068745,2.414284761005547,None,2.4143502629885916,2.4143717609986197,None,2.4144248650118243,2.414444149006158,None,2.4144949780020397,2.414513260999229,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_28 copy.jpg,0,17,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,377,377,377,4.522571212000912,,,,,,,,,,,2.414675254985923,2.4147568790067453,2.4147621740121394,2.416647579986602,None,2.4167110539856367,2.416731917997822,None,2.4167852789978497,2.4168045289989095,None,2.4168547999870498,2.4168734090053476,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_28 copy.jpg,0,18,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,378,378,378,4.522571212000912,,,,,,,,,,,2.4170340079872403,2.4171143260027748,2.41711985701113,2.4189566299901344,None,2.41901874699397,2.419039789994713,None,2.419123117986601,2.419143367995275,None,2.419196491013281,2.419215042988071,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_12 copy 5.jpg,0,19,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,379,379,379,4.522571212000912,,,,,,,,,,,2.4193853359902278,2.4194787520100363,2.419484398997156,2.4211275950074196,None,2.421194830996683,2.4212166249926668,None,2.4212681830103975,2.4212873580108862,None,2.421337901003426,2.421355822007172,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,20,1,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,380,380,380,4.522571212000912,,,,,,,,,,,2.421521770011168,2.421613309008535,2.421618833002867,2.4230830839951523,None,2.423147261986742,2.4231682870013174,None,2.4232206470042,2.4232396479928866,None,2.4232892750005703,2.423307379009202,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_0 copy 3.jpg,0,21,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,381,381,381,4.522571212000912,,,,,,,,,,,2.4234676279884297,2.4235499989881646,2.423555234010564,2.4251884770055767,None,2.4252512009989005,2.425271927000722,None,2.425324087002082,2.425342875998467,None,2.4253930000122637,2.4254110520123504,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_12 copy 5.jpg,0,22,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,382,382,382,4.522571212000912,,,,,,,,,,,2.4255703660019208,2.425650935008889,2.4256562500086147,2.427617334004026,None,2.427681544999359,2.427702632994624,None,2.427754798991373,2.4277738179953303,None,2.427823078003712,2.4278407669917215,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair06.jpg,0,23,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,383,383,383,4.522571212000912,,,,,,,,,,,2.4279992390074767,2.428081903985003,2.4280871220107656,2.4309006450057495,None,2.430965848005144,2.4309871069854125,None,2.431040959985694,2.4310603989870287,None,2.4311116999888327,2.431130215001758,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_40 copy 3.jpg,0,24,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,384,384,384,4.522571212000912,,,,,,,,,,,2.4312942909891717,2.431376997992629,2.431382348004263,2.4338320679962635,None,2.4338976629951503,2.4339184860000387,None,2.4339719690033235,2.4339910300041083,None,2.4340415069891606,2.4340595540124923,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_28 copy 2.jpg,0,25,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,385,385,385,4.522571212000912,,,,,,,,,,,2.4342214569915086,2.4343119229888543,2.434317450009985,2.436118115991121,None,2.4361831400019582,2.4362039389961865,None,2.436255774984602,2.4362744159880094,None,2.436323750007432,2.4363416679843795,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_12 copy 4.jpg,0,26,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,386,386,386,4.522571212000912,,,,,,,,,,,2.436500484996941,2.4365947929909453,2.4366002719907556,2.438477691001026,None,2.438542294985382,2.438563098985469,None,2.4386154619860463,2.4386339749908075,None,2.4386838449863717,2.4387016849941574,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_40 copy 4.jpg,0,27,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,387,387,387,4.522571212000912,,,,,,,,,,,2.4388623329869006,2.438944994995836,2.4389502739941236,2.4407996789959725,None,2.4408625760115683,2.440886177995708,None,2.4409393290115986,2.4409583479864523,None,2.4410079419903923,2.4410262669844087,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_40 copy 3.jpg,0,28,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,388,388,388,4.522571212000912,,,,,,,,,,,2.441183593997266,2.44127638801001,2.4412817629927304,2.442890536010964,None,2.4429565650061704,2.442978278006194,None,2.4430309390008915,2.4430501819879282,None,2.4431006259983405,2.4431189530005213,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_0 copy 7.jpg,0,29,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,389,389,389,4.522571212000912,,,,,,,,,,,2.4432804489915725,2.443371147994185,2.4433767280133907,2.4450281590106897,None,2.4450929450104013,2.445113741006935,None,2.445166032004636,2.445184904994676,None,2.445234751008684,2.4452530260023195,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,30,1,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,390,390,390,4.522571212000912,,,,,,,,,,,2.44541357900016,2.4454964559990913,2.4455021070025396,2.4470203800010495,None,2.447086097992724,2.4471078449860215,None,2.44716070900904,2.44718009600183,None,2.4472302589856554,2.447248717013281,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/17_40 copy 4.jpg,0,31,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,391,391,391,4.522571212000912,,,,,,,,,,,2.4474112339958083,2.4474943570094183,2.447499904985307,2.4493991720082704,None,2.4494646819948684,2.4494862130086403,None,2.4495396190031897,2.449558961990988,None,2.44960967899533,2.4496278750011697,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/22_28.jpg,0,32,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,392,392,392,4.522571212000912,,,,,,,,,,,2.44979015699937,2.449874332989566,2.449879786989186,2.451816599990707,None,2.45188089000294,2.451902341999812,None,2.451954588992521,2.451973529008683,None,2.452023621997796,2.4520415519946255,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_28 copy 7.jpg,0,33,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,393,393,393,4.522571212000912,,,,,,,,,,,2.4522019950090908,2.452284825994866,2.452290081011597,2.4539661000017077,None,2.4540303199901246,2.4540515370026696,None,2.4541041910124477,2.454123665986117,None,2.4541733819933143,2.454191300988896,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_28 copy 4.jpg,0,34,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,394,394,394,4.522571212000912,,,,,,,,,,,2.454352614004165,2.4544351839867886,2.4544404780026525,2.456475365004735,None,2.456540582992602,2.456562247010879,None,2.456615103990771,2.456634612986818,None,2.4566849659895524,2.4567034849897027,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_40.jpg,0,35,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,395,395,395,4.522571212000912,,,,,,,,,,,2.45686405300512,2.4569467669934966,2.456952195003396,2.458891004003817,None,2.4589553239929955,2.4589764270058367,None,2.4590298589901067,2.459048860007897,None,2.459098724008072,2.459116707992507,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_12 copy 6.jpg,0,36,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,396,396,396,4.522571212000912,,,,,,,,,,,2.459277985995868,2.45935951298452,2.4593648790032603,2.4613256670127157,None,2.4613905389851425,2.461411424999824,None,2.4614640889922157,2.4614833089872263,None,2.461533063004026,2.461551229993347,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair03 copy 6.jpg,0,37,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,397,397,397,4.522571212000912,,,,,,,,,,,2.4617116290028207,2.4618019640038256,2.461807351006428,2.4643807190004736,None,2.4644470440107398,2.4644688080006745,None,2.4645215430064127,2.464541043009376,None,2.4645925530057866,2.464611141011119,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_12 copy 5.jpg,0,38,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,398,398,398,4.522571212000912,,,,,,,,,,,2.4647755039914045,2.4648657359939534,2.464871159987524,2.467079180001747,None,2.4671420349914115,2.4671627469942905,None,2.467214064003201,2.4672330589964986,None,2.467282358004013,2.467300358985085,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_40 copy 2.jpg,0,39,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,399,399,399,4.522571212000912,,,,,,,,,,,2.467460662999656,2.467554200993618,2.467559615994105,2.469235739990836,None,2.469299315009266,2.469320695003262,None,2.4693733009917196,2.469392427999992,None,2.4694428659859113,2.4694610699953046,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_28 copy.jpg,0,40,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,400,400,400,4.522571212000912,,,,,,,,,,,2.4696231939888094,2.4697076930024195,2.469712989986874,2.471251287002815,None,2.4713164640124887,2.4713382220070343,None,2.471391622995725,2.4714106940082274,None,2.4714611590025015,2.4714794809988234,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_12 copy 2.jpg,0,41,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,401,401,401,4.522571212000912,,,,,,,,,,,2.471640561008826,2.471723393013235,2.4717286239902023,2.473616013012361,None,2.473679599002935,2.473700592003297,None,2.4737525710079353,2.473771969001973,None,2.4738216979894787,2.4738399909983855,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_40 copy 4.jpg,0,42,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,402,402,402,4.522571212000912,,,,,,,,,,,2.473999751993688,2.4740880070021376,2.4740932869899552,2.4759287929919083,None,2.475992199993925,2.4760134009993635,None,2.4760651680117007,2.4760843839903828,None,2.4761334999930114,2.476151551993098,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_40 copy 4.jpg,0,43,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,403,403,403,4.522571212000912,,,,,,,,,,,2.4763106539903674,2.4764692779863253,2.4764757360098884,2.478259302006336,None,2.478321861999575,2.478342841990525,None,2.4783948219846934,2.4784136450034566,None,2.4784629450005013,2.4784808389958926,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,44,1,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,404,404,404,4.522571212000912,,,,,,,,,,,2.4786387830099557,2.478728266985854,2.4787336610024795,2.4800638209853787,None,2.4801266269932967,2.4801474399864674,None,2.4801990689884406,2.480217812000774,None,2.480266742000822,2.4802847770042717,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_12 copy.jpg,0,45,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,405,405,405,4.522571212000912,,,,,,,,,,,2.4804453089891467,2.4805454229936004,2.480550745007349,2.4821506250009406,None,2.4822131439868826,2.4822336719953455,None,2.4822853289952036,2.4823043390060775,None,2.482353292987682,2.4823712449870072,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_12 copy 7.jpg,0,46,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,406,406,406,4.522571212000912,,,,,,,,,,,2.482529765984509,2.4826111939910334,2.482616441004211,2.4843243999930564,None,2.484386535012163,2.484407326002838,None,2.484458599006757,2.484477447986137,None,2.4845259620051365,2.4845440780045465,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_28.jpg,0,47,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,407,407,407,4.522571212000912,,,,,,,,,,,2.4847014879924245,2.484794107003836,2.484799458005,2.486579027987318,None,2.4866409699898213,2.4866616209910717,None,2.4867129559861496,2.486731895012781,None,2.486780840990832,2.4867991310020443,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_12 copy 3.jpg,0,48,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,408,408,408,4.522571212000912,,,,,,,,,,,2.4869564269902185,2.4870541359996423,2.487059512990527,2.4886996620043647,None,2.4887621619855054,2.4887828940118197,None,2.48883386500529,2.488852778013097,None,2.4889022069983184,2.4889199849858414,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_12 copy 6.jpg,0,49,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,409,409,409,4.522571212000912,,,,,,,,,,,2.489078132988652,2.489176833012607,2.4891821519995574,2.4909180859976914,None,2.490980345988646,2.4910011739993934,None,2.491052886005491,2.4910718199971598,None,2.491120733000571,2.49113869399298,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair16 copy 7.jpg,0,50,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,410,410,410,4.522571212000912,,,,,,,,,,,2.4912956850021146,2.4913907689915504,2.4913961619895417,2.4941877340024803,None,2.494251313008135,2.494272520998493,None,2.4943241770088207,2.4943429970007855,None,2.4943922809907235,2.494410502986284,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_12 copy 2.jpg,0,51,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,411,411,411,4.522571212000912,,,,,,,,,,,2.4945695769856684,2.4946538860094734,2.4946593710046727,2.497080311004538,None,2.497148408991052,2.4971701489994302,None,2.4972241740033496,2.4972438029944897,None,2.497294964006869,2.4973132130107842,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_12 copy 5.jpg,0,52,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,412,412,412,4.522571212000912,,,,,,,,,,,2.49747676300467,2.4975600019970443,2.497565563011449,2.499295271001756,None,2.4993593549879733,2.4993806229904294,None,2.4994318909884896,2.4994510090036783,None,2.4995012340077665,2.4995194629882462,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_40 copy 4.jpg,0,53,0,0,5,"[9, 20, 30, 44, 56, 68, 69, 70, 71]",0,413,413,413,4.522571212000912,,,,,,,,,,,2.499681999994209,2.49976417599828,2.4997695430065505,2.5012782319972757,None,2.501340477989288,2.5013610669993795,None,2.5014124379958957,2.501431713986676,None,2.501480734004872,2.5014988589973655,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
