current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/5_0 copy 5.jpg,0,6,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1014,1014,1014,4.522571212000912,,,,,,,,,,,4.052107264986262,4.05219155899249,4.052197015989805,4.054597470007138,None,4.054666748997988,4.054688428004738,None,4.054742106003687,4.054761914012488,None,4.054813200986246,4.054831551009556,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_40 copy 4.jpg,0,7,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1015,1015,1015,4.522571212000912,,,,,,,,,,,4.055008661001921,4.055392237991327,4.055398583004717,4.060904635989573,None,4.060982950992184,4.061005221999949,None,4.061059331987053,4.0610792899969965,None,4.061130218004109,4.061149093991844,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_40 copy 4.jpg,0,8,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1016,1016,1016,4.522571212000912,,,,,,,,,,,4.061318961001234,4.06140842998866,4.061413977004122,4.063125865010079,None,4.06319319200702,4.063215152011253,None,4.063268275989685,4.06328771400149,None,4.063338426989503,4.063357003004057,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,9,1,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1017,1017,1017,4.522571212000912,,,,,,,,,,,4.063522537006065,4.063608649012167,4.063614218001021,4.065072133002104,None,4.0651403490046505,4.065162523009349,None,4.065217227005633,4.065237081988016,None,4.065289779013256,4.065308755001752,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_0 copy 6.jpg,0,10,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1018,1018,1018,4.522571212000912,,,,,,,,,,,4.065474347007694,4.065558678994421,4.065564166987315,4.067881538008805,None,4.067952782002976,4.067975148995174,None,4.0680299710074905,4.068050122004934,None,4.068102586985333,4.06812117798836,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_40 copy 7.jpg,0,11,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1019,1019,1019,4.522571212000912,,,,,,,,,,,4.068290998984594,4.068378886004211,4.068384404992685,4.070058076002169,None,4.070126786013134,4.070166789984796,None,4.07031619999907,4.070336648001103,None,4.070389869011706,4.070408769999631,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_12 copy 6.jpg,0,12,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1020,1020,1020,4.522571212000912,,,,,,,,,,,4.070584528992185,4.070770274003735,4.070776153006591,4.077748082985636,None,4.07782805498573,4.077850077999756,None,4.07790375201148,4.077923928009113,None,4.077975071006222,4.077994110004511,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_12 copy 6.jpg,0,13,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1021,1021,1021,4.522571212000912,,,,,,,,,,,4.078165345999878,4.078257059009047,4.078262630995596,4.079979478003224,None,4.080048202013131,4.080070366995642,None,4.080125581996981,4.080145518993959,None,4.080197364994092,4.080215880996548,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair03 copy.jpg,0,14,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1022,1022,1022,4.522571212000912,,,,,,,,,,,4.08038384700194,4.080471594003029,4.080477012001211,4.0828059340128675,None,4.0828754139947705,4.082897018990479,None,4.082952175987884,4.08297228399897,None,4.083023670013063,4.083042846992612,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_28 copy 4.jpg,0,15,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1023,1023,1023,4.522571212000912,,,,,,,,,,,4.0833340309909545,4.083513076999225,4.083518808998633,4.085576546000084,None,4.085644668986788,4.085666766011855,None,4.085721495008329,4.085741402988788,None,4.085793295991607,4.0858125330123585,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_0 copy 4.jpg,0,16,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1024,1024,1024,4.522571212000912,,,,,,,,,,,4.085979385999963,4.086065960989799,4.086071542988066,4.0879555759893265,None,4.08802580399788,4.088047416997142,None,4.08810274998541,4.088123141002143,None,4.08817434500088,4.088192792987684,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_28 copy 6.jpg,0,17,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1025,1025,1025,4.522571212000912,,,,,,,,,,,4.088359454006422,4.088523054990219,4.0885287020064425,4.09414635100984,None,4.094226423010696,4.094249140995089,None,4.094305290986085,4.09432559099514,None,4.094379299000138,4.0943982010066975,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_0 copy 3.jpg,0,18,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1026,1026,1026,4.522571212000912,,,,,,,,,,,4.094573023001431,4.09466417398653,4.094669674988836,4.096235784003511,None,4.096304776001489,4.096326864993898,None,4.096382121992065,4.09640234199469,None,4.096455635008169,4.096474643010879,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,19,1,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1027,1027,1027,4.522571212000912,,,,,,,,,,,4.096646274003433,4.096733543003211,4.09673921999638,4.098180166009115,None,4.098250164010096,4.0982722520129755,None,4.098327087995131,4.09834744798718,None,4.098400501010474,4.098419298010413,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/18_40 copy.jpg,0,20,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1028,1028,1028,4.522571212000912,,,,,,,,,,,4.098596641008044,4.098787196009653,4.098792946984759,4.100887482985854,None,4.100959353992948,4.1009818380116485,None,4.101038472988876,4.101058820990147,None,4.101111700001638,4.101130355003988,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_0 copy 2.jpg,0,21,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1029,1029,1029,4.522571212000912,,,,,,,,,,,4.101302032999229,4.101398049009731,4.101403868000489,4.103032251994591,None,4.103101916000014,4.103124499000842,None,4.103180061007151,4.103199990000576,None,4.103253439010587,4.10327210399555,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_40 copy 2.jpg,0,22,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1030,1030,1030,4.522571212000912,,,,,,,,,,,4.1034492700127885,4.103777970012743,4.103784106991952,4.105726409005001,None,4.10579720500391,4.105818904994521,None,4.1058718640124425,4.105891496001277,None,4.105942549009342,4.10596067699953,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_28 copy 4.jpg,0,23,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1031,1031,1031,4.522571212000912,,,,,,,,,,,4.106125666992739,4.1062134509847965,4.106218967004679,4.111951520986622,None,4.112026204005815,4.112048476992641,None,4.112104219006142,4.112124481005594,None,4.112177086004522,4.1121960740129,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair05 copy 6.jpg,0,24,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1032,1032,1032,4.522571212000912,,,,,,,,,,,4.112366818997543,4.112456539995037,4.112461885000812,4.114840605005156,None,4.114911153999856,4.114933386998018,None,4.114989233989036,4.115010098001221,None,4.115062333992682,4.115081719006412,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair16 copy 7.jpg,0,25,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1033,1033,1033,4.522571212000912,,,,,,,,,,,4.115437461005058,4.115548840985866,4.11555459300871,4.117983970994828,None,4.118054215010488,4.118076384998858,None,4.118130615999689,4.118150569003774,None,4.118203180987621,4.118222160002915,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/22_12 copy.jpg,0,26,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1034,1034,1034,4.522571212000912,,,,,,,,,,,4.118392155010952,4.118480222998187,4.118485654005781,4.120515365997562,None,4.120586042990908,4.1206082529970445,None,4.120662575005554,4.1206822890089825,None,4.120733749005012,4.120752529997844,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_0 copy 5.jpg,0,27,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1035,1035,1035,4.522571212000912,,,,,,,,,,,4.120919033011887,4.121012672985671,4.121018214005744,4.128184904984664,None,4.128259357996285,4.128281470009824,None,4.128334612003528,4.1283546760096215,None,4.1284052380069625,4.128424110007472,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/10_40 copy 4.jpg,0,28,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1036,1036,1036,4.522571212000912,,,,,,,,,,,4.128591045009671,4.128681362984935,4.128686937998282,4.130191548989387,None,4.130258077988401,4.130279414996039,None,4.130332469998393,4.130352128006052,None,4.130402887007222,4.130421234993264,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,29,1,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1037,1037,1037,4.522571212000912,,,,,,,,,,,4.1305829159973655,4.130816616001539,4.130822222999996,4.132322454010136,None,4.132389887992758,4.132411283993861,None,4.132464964990504,4.132484581001336,None,4.132535796990851,4.132553993986221,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair11 copy 7.jpg,0,30,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1038,1038,1038,4.522571212000912,,,,,,,,,,,4.132718175998889,4.132810898008756,4.132816397002898,4.135123754997039,None,4.135191748995567,4.135212970984867,None,4.13526686799014,4.135286286007613,None,4.13533687198651,4.135355016012909,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_0 copy.jpg,0,31,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1039,1039,1039,4.522571212000912,,,,,,,,,,,4.135519269009819,4.135604695009533,4.135610127996188,4.137791187997209,None,4.1378601739997976,4.137882304989034,None,4.137937402003445,4.137957424012711,None,4.13800932498998,4.138028149987804,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_0.jpg,0,32,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1040,1040,1040,4.522571212000912,,,,,,,,,,,4.13819595699897,4.13828378598555,4.138289283000631,4.144996057002572,None,4.145067470992217,4.145089186989935,None,4.145142430992564,4.145161813998129,None,4.145212694013026,4.1452309470041655,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_28 copy 4.jpg,0,33,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1041,1041,1041,4.522571212000912,,,,,,,,,,,4.145396008010721,4.145491095987381,4.145496549987001,4.147345903009409,None,4.147445204987889,4.147519702004502,None,4.147671604005154,4.147712231002515,None,4.147763207001844,4.147782473010011,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_12 copy 6.jpg,0,34,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1042,1042,1042,4.522571212000912,,,,,,,,,,,4.1479497399996035,4.148047571012285,4.148053337994497,4.149684828007594,None,4.149753392004641,4.149775820987998,None,4.149829647998558,4.149849820008967,None,4.149901516997488,4.149920319003286,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_12 copy 3.jpg,0,35,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1043,1043,1043,4.522571212000912,,,,,,,,,,,4.150085836998187,4.150169867003569,4.150175146991387,4.151802061009221,None,4.151869960012846,4.151892135996604,None,4.151946577010676,4.151966489996994,None,4.152018963999581,4.152037774998462,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_28 copy.jpg,0,36,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1044,1044,1044,4.522571212000912,,,,,,,,,,,4.152208221988985,4.1524042669916525,4.152410161012085,4.154062863992294,None,4.15413618698949,4.15415810700506,None,4.154211969987955,4.154231863998575,None,4.154283923999174,4.154302882991033,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair18 copy 5.jpg,0,37,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1045,1045,1045,4.522571212000912,,,,,,,,,,,4.154468953987816,4.154608167009428,4.154613691993291,4.160879417991964,None,4.160958374995971,4.160980966989882,None,4.16103691700846,4.16105737601174,None,4.161109739012318,4.161128906998783,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_40 copy 2.jpg,0,38,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1046,1046,1046,4.522571212000912,,,,,,,,,,,4.161300667008618,4.1613916929927655,4.1613973079947755,4.164227447996382,None,4.1643000220065005,4.164322113007074,None,4.1643766360066365,4.1643966539995745,None,4.164448555005947,4.164467107009841,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,39,1,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1047,1047,1047,4.522571212000912,,,,,,,,,,,4.1646364239859395,4.164734883001074,4.164740526990499,4.166341269010445,None,4.166409959987504,4.166431952995481,None,4.166487200011034,4.166508207010338,None,4.166562552010873,4.166581489989767,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_28 copy 5.jpg,0,40,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1048,1048,1048,4.522571212000912,,,,,,,,,,,4.166750297008548,4.1668370040133595,4.166842720005661,4.168481533008162,None,4.168549624999287,4.1685713499900885,None,4.168626052007312,4.168645986996125,None,4.168697871005861,4.1687170549994335,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_12 copy 6.jpg,0,41,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1049,1049,1049,4.522571212000912,,,,,,,,,,,4.168886177998502,4.168989992002025,4.168995560001349,4.171019637986319,None,4.171088865987258,4.1711107330047525,None,4.171165537001798,4.171185471001081,None,4.171237189992098,4.171255811001174,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_12 copy.jpg,0,42,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1050,1050,1050,4.522571212000912,,,,,,,,,,,4.171423627005424,4.171518521994585,4.171524128003512,4.178127946011955,None,4.178201692993753,4.178223466995405,None,4.178277044004062,4.1782969319901895,None,4.178347784007201,4.178366231994005,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_12.jpg,0,43,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1051,1051,1051,4.522571212000912,,,,,,,,,,,4.178534042992396,4.178677527001128,4.178683045000071,4.180624533997616,None,4.180694276001304,4.1807160309981555,None,4.180768952006474,4.180788399011362,None,4.180839601991465,4.1808579030039255,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_0 copy.jpg,0,44,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1052,1052,1052,4.522571212000912,,,,,,,,,,,4.181025063007837,4.181119485991076,4.181125130999135,4.1827541289967485,None,4.182822436006973,4.182844447990647,None,4.182900215993868,4.182920027000364,None,4.1829726549913175,4.182991495996248,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_0 copy 3.jpg,0,45,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1053,1053,1053,4.522571212000912,,,,,,,,,,,4.183157516003121,4.183243475999916,4.183249102003174,4.184840431989869,None,4.184906231996138,4.184928325004876,None,4.18498256400926,4.185002482990967,None,4.185053975990741,4.18507266099914,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_28 copy 5.jpg,0,46,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1054,1054,1054,4.522571212000912,,,,,,,,,,,4.185236602002988,4.185321522993036,4.18532714000321,4.187148424010957,None,4.187217456987128,4.187239296006737,None,4.187293964001583,4.187313915987033,None,4.187431411992293,4.187473402998876,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_40 copy 3.jpg,0,47,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1055,1055,1055,4.522571212000912,,,,,,,,,,,4.187664836994372,4.187752194004133,4.18775793799432,4.1939240409992635,None,4.193999128008727,4.194021672999952,None,4.194076093990589,4.194095929997275,None,4.194147797999904,4.194166616012808,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_12 copy 5.jpg,0,48,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1056,1056,1056,4.522571212000912,,,,,,,,,,,4.194336271000793,4.194424843008164,4.1944302979973145,4.196540433011251,None,4.1966110809880774,4.196633587998804,None,4.19668860299862,4.196708768984536,None,4.196760877995985,4.196779719990445,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,49,1,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1057,1057,1057,4.522571212000912,,,,,,,,,,,4.1969482809945475,4.197044309985358,4.197049821988912,4.198449751012959,None,4.198517609998817,4.198539314005757,None,4.198593564011389,4.1986130560107995,None,4.198665272997459,4.198683974012965,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/18_0.jpg,0,50,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1058,1058,1058,4.522571212000912,,,,,,,,,,,4.198849384993082,4.198943246999988,4.1989488909894135,4.200545461993897,None,4.200613355002133,4.200635680987034,None,4.200690500001656,4.200710283999797,None,4.200762063002912,4.200780815008329,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/14_40 copy.jpg,0,51,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1059,1059,1059,4.522571212000912,,,,,,,,,,,4.2009458350075874,4.201031220989535,4.201036643004045,4.202724331000354,None,4.202812950999942,4.202835200005211,None,4.202890760003356,4.202911294007208,None,4.2029640749969985,4.202983333001612,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_40 copy 5.jpg,0,52,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1060,1060,1060,4.522571212000912,,,,,,,,,,,4.203202400996815,4.2034308220027015,4.203436490992317,4.205469047999941,None,4.2055433279892895,4.205564857984427,None,4.205662838998251,4.205682653991971,None,4.205734096001834,4.205752884998219,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/17_40 copy 4.jpg,0,53,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1061,1061,1061,4.522571212000912,,,,,,,,,,,4.205920617998345,4.206008362001739,4.206013824004913,4.210882782994304,None,4.2109533910115715,4.21097540500341,None,4.211029024008894,4.211048939003376,None,4.2111004129983485,4.211119070008863,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/17_40 copy 3.jpg,0,54,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1062,1062,1062,4.522571212000912,,,,,,,,,,,4.21148730700952,4.211575989989797,4.211581568990368,4.213199671998154,None,4.213268454011995,4.213290481013246,None,4.213345574011328,4.213365358009469,None,4.213417235005181,4.21343584699207,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/17_28 copy 6.jpg,0,55,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1063,1063,1063,4.522571212000912,,,,,,,,,,,4.213603153999429,4.213689550990239,4.21369499899447,4.217279586009681,None,4.217348759993911,4.217371137987357,None,4.217425481998362,4.217445438000141,None,4.217497351986822,4.217516415985301,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair15 copy.jpg,0,56,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1064,1064,1064,4.522571212000912,,,,,,,,,,,4.217682849004632,4.217769286013208,4.217774830001872,4.220668949012179,None,4.220744386984734,4.220766726997681,None,4.220821720984532,4.220841444999678,None,4.220893535006326,4.220912362012314,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair05.jpg,0,57,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1065,1065,1065,4.522571212000912,,,,,,,,,,,4.221081380994292,4.221227586996974,4.221233210002538,4.228845726989675,None,4.228925600007642,4.228947780007729,None,4.229001631989377,4.2290224239986856,None,4.229073891008738,4.2290930559975095,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_0.jpg,0,58,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1066,1066,1066,4.522571212000912,,,,,,,,,,,4.229263315995922,4.229393254994648,4.229399128002115,4.231395838985918,None,4.2314657009847,4.2314878669858444,None,4.231542863009963,4.231563053996069,None,4.231614914984675,4.231633691000752,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,59,1,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1067,1067,1067,4.522571212000912,,,,,,,,,,,4.23180233099265,4.2318903080013115,4.231896092998795,4.233360068988986,None,4.233429034997243,4.233450861996971,None,4.23350599699188,4.233525860996451,None,4.233577814011369,4.233596237987513,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_0 copy 7.jpg,0,60,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1068,1068,1068,4.522571212000912,,,,,,,,,,,4.233763875992736,4.233849387004739,4.233854705991689,4.235657390003325,None,4.235727810999379,4.235749437008053,None,4.235804563009879,4.235824673989555,None,4.235876577993622,4.2358954710070975,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_40 copy.jpg,0,61,0,0,14,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,1069,1069,1069,4.522571212000912,,,,,,,,,,,4.236062493990175,4.236149654985638,4.236155082995538,4.238013524009148,None,4.238085124001373,4.238107504992513,None,4.238162463996559,4.238182416011114,None,4.238235327007715,4.238254658004735,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
